SmedID,p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue,annotations
SMED30012522,0,0.669392207,0.676,0.144,0,Epidermis15,SMED30012522,Epidermis,Ankyrin-2
SMED30012643,5.62E-126,0.318871642,0.506,0.155,1.61E-121,Epidermis14,SMED30012643,Epidermis,Eukaryotic translation initiation factor 3 subunit A
SMED30012643,0,0.260743709,0.411,0.14,0,Epidermis4,SMED30012643,Epidermis,Eukaryotic translation initiation factor 3 subunit A
SMED30012748,2.26E-49,-0.360965131,0.404,0.583,6.50E-45,Epidermis10,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,4.81E-114,-0.794974309,0.132,0.584,1.38E-109,Epidermis14,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,0,-0.71058625,0.212,0.599,0,Epidermis8,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,1.76E-205,0.342679644,0.791,0.558,5.07E-201,Epidermis2,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,2.76E-153,0.302709967,0.832,0.56,7.93E-149,Epidermis6,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,7.14E-37,-0.38953336,0.327,0.581,2.05E-32,Epidermis13,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,5.13E-294,-0.573150286,0.244,0.604,1.47E-289,Epidermis5,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,0,0.648524445,0.907,0.549,0,Epidermis3,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,0,-0.815072259,0.144,0.614,0,Epidermis4,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,0.001509202,-0.332955236,0.437,0.577,1,Epidermis21,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,5.23E-52,-0.535411517,0.274,0.581,1.50E-47,Epidermis17,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,1.05E-39,-0.679638784,0.223,0.58,3.02E-35,Epidermis20,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,6.56E-239,0.408368642,0.879,0.558,1.89E-234,Epidermis7,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012748,7.26E-147,-0.655749335,0.186,0.589,2.09E-142,Epidermis11,SMED30012748,Epidermis,Ankyrin repeat protein
SMED30012827,1.10E-280,0.325918257,0.391,0.052,3.15E-276,Epidermis15,SMED30012827,Epidermis,NA
SMED30012827,2.95E-194,0.273131758,0.35,0.053,8.47E-190,Epidermis17,SMED30012827,Epidermis,NA
SMED30013228,0,0.633778751,0.686,0.117,0,Epidermis10,SMED30013228,Epidermis,Ryanodine receptor 2
SMED30013320,0,0.595757845,0.586,0.095,0,Epidermis10,SMED30013320,Epidermis,Collagen alpha-1(IV) chain
SMED30013435,2.79E-34,0.265830627,0.183,0.014,8.01E-30,Epidermis21,SMED30013435,Epidermis,MER
SMED30013580,0,0.659178964,0.523,0.058,0,Epidermis2,SMED30013580,Epidermis,NA
SMED30013692,0,0.574287422,0.567,0.129,0,Epidermis1,SMED30013692,Epidermis,Body wall muscle protein HR-29
SMED30013735,4.07E-164,-0.569067457,0.248,0.465,1.17E-159,Epidermis3,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,4.65E-185,-0.578938806,0.235,0.467,1.34E-180,Epidermis2,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,0,-0.561613724,0.278,0.487,0,Epidermis0,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,3.24E-85,0.625355253,0.966,0.444,9.32E-81,Epidermis20,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,0,1.069327974,0.983,0.439,0,Epidermis14,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,2.75E-67,-0.445049781,0.327,0.456,7.90E-63,Epidermis6,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,1.17E-131,-0.58646214,0.245,0.461,3.35E-127,Epidermis7,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,2.20E-145,0.794715723,0.992,0.443,6.33E-141,Epidermis19,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,1.88E-104,0.386595934,0.746,0.439,5.40E-100,Epidermis10,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,0,0.738861023,0.918,0.419,0,Epidermis8,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,0,0.990454898,0.959,0.404,0,Epidermis4,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,1.28E-91,0.553209795,0.822,0.443,3.69E-87,Epidermis17,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,7.32E-07,0.367898503,0.718,0.448,0.021023758,Epidermis21,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013735,0,-0.711716499,0.176,0.477,0,Epidermis1,SMED30013735,Epidermis,Elongation factor 1-alpha 1
SMED30013791,0,0.953813677,0.742,0.085,0,Epidermis16,SMED30013791,Epidermis,C-type lectin-like protein
SMED30014019,0,0.425658879,0.401,0.028,0,Epidermis6,SMED30014019,Epidermis,Intermediate filament b-like protein
SMED30014140,5.17E-12,-0.300488214,0.34,0.499,1.49E-07,Epidermis20,SMED30014140,Epidermis,TNF receptor-associated factor-2-like protein B
SMED30014140,5.28E-158,0.322715525,0.67,0.483,1.52E-153,Epidermis3,SMED30014140,Epidermis,TNF receptor-associated factor-2-like protein B
SMED30014194,2.08E-266,0.380792138,0.481,0.074,5.97E-262,Epidermis17,SMED30014194,Epidermis,Stoned-related
SMED30014194,0,0.499784417,0.546,0.073,0,Epidermis15,SMED30014194,Epidermis,Stoned-related
SMED30014343,0,0.336391397,0.397,0.08,0,Epidermis1,SMED30014343,Epidermis,NA
SMED30014446,4.29E-207,0.733279439,0.863,0.233,1.23E-202,Epidermis19,SMED30014446,Epidermis,SMEDWI-2
SMED30014446,0,0.428013432,0.603,0.208,0,Epidermis4,SMED30014446,Epidermis,SMEDWI-2
SMED30014446,1.76E-133,0.398368598,0.647,0.233,5.06E-129,Epidermis14,SMED30014446,Epidermis,SMEDWI-2
SMED30014446,4.54E-71,0.334277247,0.554,0.235,1.30E-66,Epidermis17,SMED30014446,Epidermis,SMEDWI-2
SMED30014501,0,0.366092424,0.345,0.04,0,Epidermis10,SMED30014501,Epidermis,Collagen alpha-1(XV) chain
SMED30014713,0,0.453192386,0.433,0.011,0,Epidermis8,SMED30014713,Epidermis,NA
SMED30014713,5.42E-162,0.304114395,0.33,0.033,1.56E-157,Epidermis20,SMED30014713,Epidermis,NA
SMED30014784,0,0.55862342,0.258,0.004,0,Epidermis12,SMED30014784,Epidermis,NA
SMED30014876,0,0.866703417,0.752,0.066,0,Epidermis4,SMED30014876,Epidermis,NA
SMED30014876,1.86E-78,-0.25704709,0.016,0.129,5.34E-74,Epidermis3,SMED30014876,Epidermis,NA
SMED30014876,2.61E-179,-0.277593523,0.023,0.142,7.50E-175,Epidermis0,SMED30014876,Epidermis,NA
SMED30014876,2.56E-101,-0.266699497,0.012,0.131,7.35E-97,Epidermis1,SMED30014876,Epidermis,NA
SMED30014876,8.13E-75,-0.252458788,0.022,0.129,2.34E-70,Epidermis2,SMED30014876,Epidermis,NA
SMED30014876,2.12E-199,0.575208709,0.534,0.114,6.10E-195,Epidermis17,SMED30014876,Epidermis,NA
SMED30014876,0,1.547371375,0.967,0.106,0,Epidermis14,SMED30014876,Epidermis,NA
SMED30014918,7.77E-281,0.329393102,0.371,0.025,2.23E-276,Epidermis20,SMED30014918,Epidermis,Ornithine decarboxylase
SMED30014918,0,0.304657502,0.325,0.01,0,Epidermis8,SMED30014918,Epidermis,Ornithine decarboxylase
SMED30014980,1.14E-52,0.305784344,0.543,0.189,3.27E-48,Epidermis20,SMED30014980,Epidermis,Lamin-B2
SMED30014980,0,0.38363714,0.555,0.17,0,Epidermis8,SMED30014980,Epidermis,Lamin-B2
SMED30014981,0,0.844847089,0.662,0.004,0,Epidermis21,SMED30014981,Epidermis,Gelsolin
SMED30015353,2.38E-25,0.255624861,0.335,0.191,6.83E-21,Epidermis13,SMED30015353,Epidermis,Twitchin
SMED30015353,0,1.026710205,0.886,0.171,0,Epidermis10,SMED30015353,Epidermis,Twitchin
SMED30015362,0,0.563582529,0.508,0.043,0,Epidermis8,SMED30015362,Epidermis,NA
SMED30015362,0,0.841823114,0.763,0.064,0,Epidermis20,SMED30015362,Epidermis,NA
SMED30015413,0,0.489538941,0.542,0.073,0,Epidermis10,SMED30015413,Epidermis,Ras-related protein Rab-28
SMED30015575,6.76E-121,0.251281515,0.349,0.184,1.94E-116,Epidermis5,SMED30015575,Epidermis,Collagen-like protein 2
SMED30015575,0,1.017078838,0.813,0.177,0,Epidermis10,SMED30015575,Epidermis,Collagen-like protein 2
SMED30015584,3.32E-132,-0.297408893,0.208,0.421,9.55E-128,Epidermis4,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015584,4.98E-06,0.461729258,0.563,0.404,0.143232119,Epidermis21,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015584,1.30E-30,0.30564963,0.697,0.402,3.73E-26,Epidermis19,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015584,1.07E-38,-0.347432527,0.165,0.408,3.08E-34,Epidermis14,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015584,7.12E-126,0.270022562,0.623,0.39,2.05E-121,Epidermis6,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015584,2.86E-48,0.303608735,0.683,0.4,8.21E-44,Epidermis15,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015584,1.11E-46,0.326169156,0.684,0.4,3.20E-42,Epidermis17,SMED30015584,Epidermis,"Spectrin beta chain, erythrocytic"
SMED30015808,2.07E-172,0.339218,0.86,0.741,5.96E-168,Epidermis3,SMED30015808,Epidermis,TNF receptor-associated factor-2-like protein A
SMED30015808,2.65E-161,-0.328781989,0.624,0.764,7.61E-157,Epidermis1,SMED30015808,Epidermis,TNF receptor-associated factor-2-like protein A
SMED30015808,2.49E-25,0.258342985,0.893,0.748,7.17E-21,Epidermis16,SMED30015808,Epidermis,TNF receptor-associated factor-2-like protein A
SMED30015808,2.30E-08,-0.271273196,0.753,0.75,0.000661844,Epidermis20,SMED30015808,Epidermis,TNF receptor-associated factor-2-like protein A
SMED30016078,4.01E-16,0.435381892,0.563,0.198,1.15E-11,Epidermis21,SMED30016078,Epidermis,Actin
SMED30016078,1.17E-50,0.274674227,0.448,0.195,3.36E-46,Epidermis17,SMED30016078,Epidermis,Actin
SMED30016078,7.63E-34,0.269061096,0.414,0.196,2.19E-29,Epidermis18,SMED30016078,Epidermis,Actin
SMED30016078,1.11E-48,0.301801246,0.503,0.195,3.19E-44,Epidermis19,SMED30016078,Epidermis,Actin
SMED30016078,3.42E-281,0.301480305,0.44,0.178,9.84E-277,Epidermis4,SMED30016078,Epidermis,Actin
SMED30016281,1.01E-195,0.365715202,0.566,0.352,2.90E-191,Epidermis5,SMED30016281,Epidermis,Myosin
SMED30016281,8.84E-27,-0.262793736,0.315,0.373,2.54E-22,Epidermis1,SMED30016281,Epidermis,Myosin
SMED30016281,3.51E-06,-0.30521749,0.287,0.369,0.100765606,Epidermis19,SMED30016281,Epidermis,Myosin
SMED30016281,1.08E-59,0.405638258,0.6,0.364,3.10E-55,Epidermis13,SMED30016281,Epidermis,Myosin
SMED30016281,3.89E-12,-0.261536966,0.168,0.369,1.12E-07,Epidermis20,SMED30016281,Epidermis,Myosin
SMED30016281,1.73E-39,-0.272140737,0.255,0.375,4.97E-35,Epidermis8,SMED30016281,Epidermis,Myosin
SMED30016281,0,1.520712084,0.919,0.35,0,Epidermis10,SMED30016281,Epidermis,Myosin
SMED30016281,7.17E-41,-0.26061831,0.27,0.377,2.06E-36,Epidermis2,SMED30016281,Epidermis,Myosin
SMED30016281,8.54E-09,-0.283641645,0.26,0.369,0.000245321,Epidermis18,SMED30016281,Epidermis,Myosin
SMED30016281,4.04E-12,-0.276615549,0.243,0.37,1.16E-07,Epidermis17,SMED30016281,Epidermis,Myosin
SMED30016281,4.14E-65,-0.340342637,0.249,0.378,1.19E-60,Epidermis4,SMED30016281,Epidermis,Myosin
SMED30016281,1.73E-08,-0.278032857,0.291,0.369,0.000497872,Epidermis14,SMED30016281,Epidermis,Myosin
SMED30016328,0,1.333840511,0.921,0.112,0,Epidermis18,SMED30016328,Epidermis,Cubilin
SMED30016382,0,0.255886522,0.292,0.01,0,Epidermis20,SMED30016382,Epidermis,NA
SMED30016401,0,0.250879964,0.327,0.086,0,Epidermis6,SMED30016401,Epidermis,Cysteine-rich venom protein 2
SMED30016458,0,0.354602468,0.339,0.028,0,Epidermis16,SMED30016458,Epidermis,NA
SMED30016760,0,0.525736421,0.548,0.065,0,Epidermis10,SMED30016760,Epidermis,Endoplasmin
SMED30017146,1.16E-109,0.316510082,0.405,0.069,3.34E-105,Epidermis20,SMED30017146,Epidermis,Zinc finger homeobox protein 3
SMED30017146,0,0.288712027,0.354,0.054,0,Epidermis8,SMED30017146,Epidermis,Zinc finger homeobox protein 3
SMED30017206,9.89E-08,0.329245616,0.493,0.251,0.002841352,Epidermis21,SMED30017206,Epidermis,Band 4.1-like protein 2
SMED30017388,0,0.783022683,0.707,0.104,0,Epidermis10,SMED30017388,Epidermis,Collagen alpha-2(I) chain
SMED30017410,0,0.262388402,0.348,0.101,0,Epidermis1,SMED30017410,Epidermis,Peptidoglycan recognition protein C
SMED30017430,2.77E-94,0.367763759,0.536,0.127,7.96E-90,Epidermis20,SMED30017430,Epidermis,Protein disulfide-isomerase 2
SMED30017430,0,0.317394181,0.427,0.105,0,Epidermis4,SMED30017430,Epidermis,Protein disulfide-isomerase 2
SMED30017430,2.66E-234,0.402637726,0.561,0.123,7.64E-230,Epidermis14,SMED30017430,Epidermis,Protein disulfide-isomerase 2
SMED30017516,9.64E-133,0.28790211,0.395,0.218,2.77E-128,Epidermis5,SMED30017516,Epidermis,Collagen alpha 1(V) chain
SMED30017516,0,1.082258745,0.883,0.211,0,Epidermis10,SMED30017516,Epidermis,Collagen alpha 1(V) chain
SMED30017556,0,0.260721139,0.386,0.124,0,Epidermis1,SMED30017556,Epidermis,Proactivator polypeptide
SMED30017663,1.21E-140,0.43679167,0.543,0.14,3.48E-136,Epidermis18,SMED30017663,Epidermis,Myoferlin
SMED30017663,0,0.306784733,0.415,0.127,0,Epidermis6,SMED30017663,Epidermis,Myoferlin
SMED30017663,6.45E-23,0.610344164,0.521,0.144,1.85E-18,Epidermis21,SMED30017663,Epidermis,Myoferlin
SMED30017683,6.38E-170,-0.305203247,0.022,0.238,1.83E-165,Epidermis4,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,0,0.612677325,0.631,0.186,0,Epidermis3,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,9.38E-62,-0.263339103,0.044,0.228,2.70E-57,Epidermis9,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,2.15E-59,-0.285154458,0.021,0.227,6.18E-55,Epidermis11,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,4.27E-128,-0.303716719,0.016,0.233,1.23E-123,Epidermis8,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,2.50E-211,0.341967342,0.467,0.205,7.17E-207,Epidermis7,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,1.88E-37,-0.297811449,0.011,0.224,5.40E-33,Epidermis14,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,6.33E-124,-0.260898554,0.044,0.235,1.82E-119,Epidermis5,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,0.000237348,-0.265188381,0.042,0.221,1,Epidermis21,SMED30017683,Epidermis,Ankyrin-1
SMED30017683,4.78E-18,-0.297808363,0.01,0.222,1.37E-13,Epidermis20,SMED30017683,Epidermis,Ankyrin-1
SMED30017806,0,0.431707411,0.315,0.022,0,Epidermis14,SMED30017806,Epidermis,TNF receptor-associated factor 3
SMED30017945,0,0.736370148,0.691,0.1,0,Epidermis10,SMED30017945,Epidermis,Collagen alpha-2(I) chain
SMED30018088,0,0.845626391,0.629,0.047,0,Epidermis8,SMED30018088,Epidermis,NA
SMED30018088,3.46E-305,0.272532046,0.384,0.071,9.96E-301,Epidermis11,SMED30018088,Epidermis,NA
SMED30018088,0,2.439466496,1,0.073,0,Epidermis20,SMED30018088,Epidermis,NA
SMED30018300,0,0.367066807,0.443,0.098,0,Epidermis1,SMED30018300,Epidermis,slc42a-2
SMED30018353,1.84E-83,-0.320879569,0.018,0.166,5.28E-79,Epidermis7,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,1.25E-116,-0.33358588,0.014,0.169,3.59E-112,Epidermis3,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,6.93E-11,-0.288642756,0.036,0.158,1.99E-06,Epidermis19,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,9.04E-271,-0.356650281,0.023,0.187,2.60E-266,Epidermis0,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,0,1.21899693,0.875,0.113,0,Epidermis8,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,0,0.379672052,0.553,0.123,0,Epidermis4,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,8.83E-67,-0.302937436,0.035,0.165,2.54E-62,Epidermis6,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,2.83E-17,-0.270477424,0.039,0.159,8.14E-13,Epidermis13,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,5.08E-153,-0.346731167,0.008,0.172,1.46E-148,Epidermis1,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,0,0.67556353,0.764,0.147,0,Epidermis14,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,0,1.39911164,0.983,0.151,0,Epidermis20,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,9.48E-71,0.262706232,0.445,0.153,2.73E-66,Epidermis17,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,3.96E-19,-0.269759333,0.043,0.159,1.14E-14,Epidermis12,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,2.26E-40,-0.293089922,0.033,0.161,6.50E-36,Epidermis9,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,9.09E-121,-0.332907382,0.015,0.17,2.61E-116,Epidermis2,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018353,3.40E-22,-0.314478217,0.016,0.159,9.76E-18,Epidermis15,SMED30018353,Epidermis,"Glycine amidinotransferase, mitochondrial"
SMED30018386,9.96E-118,0.500024467,0.352,0.015,2.86E-113,Epidermis21,SMED30018386,Epidermis,"Inositol 1,4,5-trisphosphate receptor type 1"
SMED30018614,0,0.278675189,0.282,0.002,0,Epidermis21,SMED30018614,Epidermis,NA
SMED30018637,2.05E-138,0.562997812,0.956,0.581,5.91E-134,Epidermis14,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,0,0.461799271,0.897,0.56,0,Epidermis4,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,3.14E-99,0.497053848,0.924,0.582,9.03E-95,Epidermis17,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,4.38E-119,0.375304677,0.863,0.578,1.26E-114,Epidermis10,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,6.92E-35,0.303331418,0.893,0.584,1.99E-30,Epidermis19,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,1.55E-173,-0.398404345,0.438,0.602,4.44E-169,Epidermis1,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,1.99E-05,0.3270168,0.775,0.586,0.572210869,Epidermis21,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,9.35E-273,-0.350102059,0.43,0.622,2.69E-268,Epidermis0,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,1.15E-29,0.29816599,0.911,0.584,3.30E-25,Epidermis20,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,1.11E-174,-0.400579216,0.389,0.605,3.19E-170,Epidermis2,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,0,0.624548051,0.901,0.567,0,Epidermis8,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018637,1.16E-112,-0.336975247,0.431,0.6,3.35E-108,Epidermis3,SMED30018637,Epidermis,Heat shock cognate 71 kDa protein
SMED30018643,0,0.905005232,0.767,0.109,0,Epidermis10,SMED30018643,Epidermis,Collagen alpha-2(I) chain
SMED30018686,0,0.993162073,0.447,0.013,0,Epidermis12,SMED30018686,Epidermis,NA
SMED30018924,0,0.50108327,0.482,0.012,0,Epidermis8,SMED30018924,Epidermis,NA
SMED30018924,3.70E-184,0.309897668,0.368,0.036,1.06E-179,Epidermis20,SMED30018924,Epidermis,NA
SMED30019038,4.21E-05,0.254272747,0.394,0.207,1,Epidermis21,SMED30019038,Epidermis,Zinc finger protein GIS2
SMED30019109,5.75E-300,0.277435656,0.329,0.091,1.65E-295,Epidermis7,SMED30019109,Epidermis,NA
SMED30019154,0,0.676313256,0.57,0.03,0,Epidermis20,SMED30019154,Epidermis,Glycine amidinotransferase mitochondrial
SMED30019154,0,0.470150347,0.375,0.013,0,Epidermis8,SMED30019154,Epidermis,Glycine amidinotransferase mitochondrial
SMED30019187,7.46E-102,-0.480909275,0.054,0.374,2.14E-97,Epidermis11,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,0,0.589725294,0.79,0.32,0,Epidermis1,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,2.33E-35,-0.552425055,0.007,0.368,6.68E-31,Epidermis20,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,0,-0.562667342,0.025,0.394,0,Epidermis4,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,2.46E-73,-0.548909795,0.014,0.371,7.07E-69,Epidermis14,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,0,0.50719039,0.698,0.336,0,Epidermis3,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,1.32E-259,-0.559982208,0.019,0.386,3.79E-255,Epidermis8,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,7.58E-29,-0.366390167,0.145,0.368,2.18E-24,Epidermis17,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,1.77E-241,-0.470834244,0.074,0.388,5.08E-237,Epidermis5,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,1.91E-239,0.382818791,0.674,0.345,5.50E-235,Epidermis7,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,9.42E-27,-0.300358461,0.161,0.369,2.71E-22,Epidermis13,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019187,4.61E-27,-0.272183418,0.176,0.369,1.33E-22,Epidermis12,SMED30019187,Epidermis,Growth regulation by estrogen in breast cancer 1
SMED30019369,5.98E-286,0.282682613,0.316,0.018,1.72E-281,Epidermis20,SMED30019369,Epidermis,NA
SMED30019369,0,0.250737946,0.251,0.006,0,Epidermis8,SMED30019369,Epidermis,NA
SMED30019373,9.10E-261,0.463569894,0.566,0.105,2.62E-256,Epidermis17,SMED30019373,Epidermis,ELKS:Rab6 interacting:CAST family
SMED30019373,0,0.541963817,0.575,0.104,0,Epidermis15,SMED30019373,Epidermis,ELKS:Rab6 interacting:CAST family
SMED30019771,0,0.348337365,0.399,0.077,0,Epidermis6,SMED30019771,Epidermis,Ammonium transporter Rh type B
SMED30019803,1.34E-173,0.373935995,0.443,0.067,3.85E-169,Epidermis19,SMED30019803,Epidermis,NA
SMED30019886,3.35E-26,-0.263510662,0.102,0.286,9.62E-22,Epidermis14,SMED30019886,Epidermis,BCL3-1
SMED30019886,4.25E-118,-0.265117974,0.109,0.297,1.22E-113,Epidermis4,SMED30019886,Epidermis,BCL3-1
SMED30019886,4.08E-15,-0.276275306,0.079,0.284,1.17E-10,Epidermis20,SMED30019886,Epidermis,BCL3-1
SMED30019886,6.39E-189,0.320966486,0.489,0.265,1.84E-184,Epidermis3,SMED30019886,Epidermis,BCL3-1
SMED30019908,3.63E-167,0.408649029,0.267,0.037,1.04E-162,Epidermis17,SMED30019908,Epidermis,PKD1L-3
SMED30019959,3.87E-34,0.283259856,0.498,0.207,1.11E-29,Epidermis20,SMED30019959,Epidermis,NADH dehydrogenase subunit 4
SMED30019959,2.76E-172,0.25253493,0.441,0.196,7.94E-168,Epidermis8,SMED30019959,Epidermis,NADH dehydrogenase subunit 4
SMED30019959,4.15E-103,0.352925881,0.548,0.204,1.19E-98,Epidermis14,SMED30019959,Epidermis,NADH dehydrogenase subunit 4
SMED30019959,8.62E-279,0.287850448,0.458,0.188,2.48E-274,Epidermis4,SMED30019959,Epidermis,NADH dehydrogenase subunit 4
SMED30020058,3.13E-265,0.255571076,0.248,0.021,8.98E-261,Epidermis16,SMED30020058,Epidermis,Basement membrane-specific heparan sulfate proteoglycan core protein
SMED30020220,1.15E-159,0.256023454,0.384,0.189,3.30E-155,Epidermis3,SMED30020220,Epidermis,Sodium/potassium-transporting ATPase subunit alpha
SMED30020220,5.83E-18,-0.258842252,0,0.206,1.67E-13,Epidermis20,SMED30020220,Epidermis,Sodium/potassium-transporting ATPase subunit alpha
SMED30020220,3.67E-154,-0.253716247,0.02,0.22,1.06E-149,Epidermis4,SMED30020220,Epidermis,Sodium/potassium-transporting ATPase subunit alpha
SMED30020220,2.07E-274,0.334414569,0.48,0.187,5.94E-270,Epidermis6,SMED30020220,Epidermis,Sodium/potassium-transporting ATPase subunit alpha
SMED30020296,4.94E-48,0.541588203,0.3,0.137,1.42E-43,Epidermis12,SMED30020296,Epidermis,Microsomal triglyceride transfer protein large subunit
SMED30020306,0,-1.008536683,0.053,0.484,0,Epidermis4,SMED30020306,Epidermis,NA
SMED30020306,6.28E-24,-0.388645851,0.265,0.454,1.80E-19,Epidermis12,SMED30020306,Epidermis,NA
SMED30020306,5.02E-241,-0.790960324,0.163,0.473,1.44E-236,Epidermis5,SMED30020306,Epidermis,NA
SMED30020306,1.09E-08,-0.333147766,0.453,0.45,0.000313337,Epidermis6,SMED30020306,Epidermis,NA
SMED30020306,1.09E-62,0.262655295,0.664,0.442,3.12E-58,Epidermis9,SMED30020306,Epidermis,NA
SMED30020306,1.37E-25,-0.272400913,0.303,0.455,3.94E-21,Epidermis10,SMED30020306,Epidermis,NA
SMED30020306,1.42E-47,-0.73225438,0.183,0.455,4.09E-43,Epidermis13,SMED30020306,Epidermis,NA
SMED30020306,1.54E-91,-0.994998858,0.038,0.457,4.41E-87,Epidermis14,SMED30020306,Epidermis,NA
SMED30020306,4.66E-33,-0.878676974,0.107,0.452,1.34E-28,Epidermis20,SMED30020306,Epidermis,NA
SMED30020306,1.05E-07,-0.742125941,0.127,0.451,0.003010685,Epidermis21,SMED30020306,Epidermis,NA
SMED30020306,1.68E-121,-0.608628644,0.236,0.464,4.84E-117,Epidermis7,SMED30020306,Epidermis,NA
SMED30020306,0,0.39981194,0.789,0.414,0,Epidermis1,SMED30020306,Epidermis,NA
